1.86,-13.79,-48.38,0.15,-0.25,0.79,1,5
8.01,0.66,-45.44,0.49,-0.48,1.12,1,109
29.88,-2.27,-20.44,0.16,-0.18,0.85,1,214
18.66,3.31,-54.59,-0.12,0.01,0.8,1,318
-17.82,-62.34,-116.6,0.76,-0.26,1.25,1,422
-15.82,71.97,14.49,1.01,-0.63,1.17,1,527
-35.44,27.31,24.39,0.25,-0.22,0.73,1,631
-2.48,-21.9,25.97,-0.19,0.04,0.77,1,736
11.57,-15.12,-72.39,-0.12,-0.03,0.54,1,840
-48.72,-31.82,-87.85,1.3,-0.75,2,1,945
-19.12,99.5,54.76,0.35,-0.42,1.23,1,1049
-73.4,127.18,24.37,0.08,-0.1,1.08,1,1154
-31.5,113.85,59.76,-0.17,-0.33,0.89,1,1258
33.35,21.93,1.08,-0.1,-0.49,1.03,1,1362
1.83,140.02,33.69,-0.13,-0.37,0.74,1,1467
-6.94,101.1,31.92,-0.41,-0.22,0.45,1,1571
6.95,77.78,9.37,-0.67,-0.05,0.33,1,1676
-1.64,15.69,-44.79,-1.31,0.42,0.09,1,1780
66.69,-42.98,-124.73,-0.53,-0.24,0.39,1,1885
-45.48,51.95,22.93,-0.17,-0.54,0.84,1,1989
-39.13,14.84,15.88,-0.98,-0.1,0.37,1,2094
-12.17,38.18,-2.79,-1.17,0.15,0.25,1,2198
19.13,-3.23,-66.09,-1.06,0.14,0.05,1,2302
42.32,-15.89,-97.53,-0.46,-0.33,0.46,1,2407
-95.73,45.94,18.09,-0.29,-0.53,0.66,1,2511
3.68,-7.51,-27.58,-0.68,-0.14,0.1,1,2615
19.37,-101.63,-60.43,-0.72,-0.11,0.16,1,2720
-25.67,-153.5,-102.67,-0.35,-0.53,0.71,1,2825
23.67,-96.89,-102.74,-0.3,-0.71,0.88,1,2929
38.52,-124.24,-59.03,-0.14,-0.5,1.2,1,3034
37.28,-25.45,-10.81,-0.21,-0.9,1.51,1,3138
21.82,-41.15,-48.13,-0.49,0.09,0.64,1,3243
13.86,-64.83,-110.43,0.12,-0.18,0.72,1,3347
14.56,22.67,-11.09,1.03,-0.88,1.66,1,3451
-16.35,68.24,24.56,0.32,-0.29,0.89,1,3556
-24.21,-5.13,-22.31,-0.24,-0.11,0.59,1,3660
14.85,-50.92,-83.75,-0.25,0.05,0.53,1,3765
-102.36,-3.17,-53.41,1.07,-0.85,2,1,3869
-60.24,144.08,36.82,0.07,-0.33,1.13,1,3974
-16.84,117.66,21.4,-0.33,-0.42,0.92,1,4078
-39.31,108.79,55.44,0,-0.38,0.77,1,4183
28.15,85.73,59.05,-0.1,-0.25,0.58,1,4287
-21.6,143.34,48.8,-0.46,-0.03,0.33,1,4391
-8.71,50.98,-0.61,-0.62,-0.08,0.33,1,4496
-39.44,80.79,-3.17,-0.98,0.16,0.12,1,4600
38.81,-60.5,-106.95,-1.18,0.39,0.07,1,4705
126.79,-81.79,-94.21,0.08,-1.27,1.54,1,4809
-50.4,66.64,33.69,-0.7,-0.3,0.34,1,4914
-21.1,18.22,-9.66,-1.22,0.2,0.02,1,5018
25.13,-37.97,-81.34,-1.1,0.24,-0.06,1,5123
41.82,-57.47,-109.95,-0.23,-0.39,0.45,1,5227
-106.57,54.1,31.77,-0.38,-0.55,0.5,1,5331
3.21,-43.03,-17.96,-0.74,-0.05,0.14,1,5436
1.91,-123.04,-50.11,-0.68,-0.04,0.45,1,5540
-42.35,-98.77,-88.93,-0.47,-0.65,0.76,1,5645
-27.32,-96.33,-66.82,-0.49,-0.82,1.08,1,5749
10.63,-39.62,4.43,-0.32,-0.74,1.21,1,5854
18.82,-36.26,-64.02,-0.59,-0.01,0.68,1,5958
69.03,-55.91,-123.16,-0.08,-0.16,0.56,1,6063
39.33,47.41,10.27,1.05,-1.2,1.88,1,6167
-9.29,32.79,33.18,0.13,-0.27,0.74,1,6272
-65.71,-13.5,-27.05,-0.39,-0.17,0.75,1,6376
-2.5,8.21,-84.85,-0.32,0.01,0.44,1,6480
-83.62,16.03,-56.18,1.02,-1.5,2,1,6585
